objectid,filename,image_thumb,title,date,field-date,theatre-name,playwright,subject,source,location,url,rights,rightsstatement
BP_RCT_0008,https://archive.org/details/BP_RCT_0008/mode/2up?view=theater,https://archive.org/services/img/BP_RCT_0008,Cousin Dick; The Ladies' Battle; Uncle's Will,1879-05-29,[1879-05-29],Royal Court Theatre,Mr. Val Prinsep; T. W. Robertson; S. Theyre Smith,comedietta; comedy; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_26",https://archive.org/details/BP_RCT_0008,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_VT_0006,https://archive.org/details/BP_VT_0006/mode/2up?view=theater,https://archive.org/services/img/BP_VT_0006,Once Again; The Girls,1879-05-31,1879-05-31,Vaudeville Theatre,Ernest Cuthbert; Henry J. Byron,comedietta; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_23",https://archive.org/details/BP_VT_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0001,https://archive.org/details/BP_TRHA_0001/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0001,Joan,1879-08-04,[1879]-08-04,Theatre Royal; Hanley,[unknown],[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0002,https://archive.org/details/BP_TRHA_0002/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0002,Pink Dominos!,1879-08-14,[1879]-08-14,Theatre Royal; Hanley,[unknown],farcical comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0002,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0003,https://archive.org/details/BP_TRHA_0003/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0003,New Babylon,1879-09-22,[1879]-09-22,Theatre Royal; Hanley,[unknown],[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0004,https://archive.org/details/BP_TRHA_0004/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0004,The Crimson Rock,1879-09-29,[1879]-09-29,Theatre Royal; Hanley,Julian Cross,drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0004,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0005,https://archive.org/details/BP_TRHA_0005/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0005,Othello,1879-10-06,1879-10-06,Theatre Royal; Hanley,Wm. Shakespeare,tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0005,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_SW_0002,https://archive.org/details/BP_SW_0002/mode/2up?view=theater,https://archive.org/services/img/BP_SW_0002,Rob Roy,1879-10-09,1879-10-09,[Theatre Royal] [New] Sadler's Wells,Tom Taylor,drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_39",https://archive.org/details/BP_SW_0002,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0006,https://archive.org/details/BP_TRHA_0006/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0006,New Magdalen,1879-10-20,[1879]-10-20,Theatre Royal; Hanley,Wilkie Collins,drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0007,https://archive.org/details/BP_TRHA_0007/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0007,Nell Gwynne; Hertford,1879-11-17,[1879]-11-17,Theatre Royal; Hanley,W. G. Wills; Frederick Eastwood,comedy; historical drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0008,https://archive.org/details/BP_TRHA_0008/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0008,Pygmalion and Galatea,1879-12-15,[1879]-12-15,Theatre Royal; Hanley,W. S. Gilbert,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0008,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0009,https://archive.org/details/BP_TRHA_0009/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0009,The Girls,1880-02-09,1880-02-09,Theatre Royal; Hanley,H. J. Byron,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0009,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0010,https://archive.org/details/BP_TRHA_0010/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0010,The Wandering Jew,1880-02-16,[1880]-02-16,Theatre Royal; Hanley,Eugene Sue,drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0010,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0011,https://archive.org/details/BP_TRHA_0011/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0011,"Railroad of Life; Or, Danger on the Line",1880-02-23,1880-02-23,Theatre Royal; Hanley,[unknown],comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHA_0012,https://archive.org/details/BP_TRHA_0012/mode/2up?view=theater,https://archive.org/services/img/BP_TRHA_0012,"Little Em'ly; Fricked! Or, Done on both sides and all Round the Edge",1880-03-08,[1880]-03-8,Theatre Royal; Hanley,Andrew Halliday; [unknown],drama; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_46",https://archive.org/details/BP_TRHA_0012,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_HMT_0001,https://archive.org/details/BP_HMT_0001/mode/2up?view=theater,https://archive.org/services/img/BP_HMT_0001,La Sonnambula,1880-05-25,1880-05-25,Her Majesty's Theatre,[unknown],opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_21",https://archive.org/details/BP_HMT_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RSJT_0006,https://archive.org/details/BP_RSJT_0006/mode/2up?view=theater,https://archive.org/services/img/BP_RSJT_0006,The Queen's Shilling; Old Cronies,1880-06-16,[1880-06-16],Royal St. James Theatre,G. W. Godfrey; Theyre Smith,comedy; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_47",https://archive.org/details/BP_RSJT_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_IT_0001,https://archive.org/details/BP_IT_0001/mode/2up?view=theater,https://archive.org/services/img/BP_IT_0001,As You Like It,1880-07-20,[1880-07-20],Imperial Theatre,Wm. Shakespeare,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_50",https://archive.org/details/BP_IT_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_SW_0003,https://archive.org/details/BP_SW_0003/mode/2up?view=theater,https://archive.org/services/img/BP_SW_0003,Othello; Nine Points of the Law,1880-09-20,1880-09-20,[Theatre Royal] [New] Sadler's Wells,Wm. Shakespeare; Tom Taylor,tragedy; capital comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_39",https://archive.org/details/BP_SW_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_PWRT_0003,https://archive.org/details/BP_PWRT_0003/mode/2up?view=theater,https://archive.org/services/img/BP_PWRT_0003,In Honour Bound; Forget-Me-Not,1880-10-04,1880-10-04,Prince of Wales Royal Theatre,Sydney Grundy; F. C. Grove and Herman Merivale,comedy; play in three acts,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_09",https://archive.org/details/BP_PWRT_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_ST_0005,https://archive.org/details/BP_ST_0005/mode/2up?view=theater,https://archive.org/services/img/BP_ST_0005,Leave It To Me!; Virginius,1880-10-04,1880-10-04,Surrey Theatre,Arthur Williams; James Sheridan Knowles,farce; tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_18",https://archive.org/details/BP_ST_0005,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RCT_0010,https://archive.org/details/BP_RCT_0010/mode/2up?view=theater,https://archive.org/services/img/BP_RCT_0010,Mary Stuart; A Clerical Error,1880-10-28,[1880-10-28],Royal Court Theatre,Hon. Lewis Wingfield; H. A. Jones,[unknown]; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_26",https://archive.org/details/BP_RCT_0010,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_BGT_0001,https://archive.org/details/BP_BGT_0001/mode/2up?view=theater,https://archive.org/services/img/BP_BGT_0001,Macbeth,1880-12-06,1880-12-06,Britannia; The Great Theatre; Hoxton,Wm. Shakespeare,tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_31",https://archive.org/details/BP_BGT_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_PT_0001,https://archive.org/details/BP_PT_0001/mode/2up?view=theater,https://archive.org/services/img/BP_PT_0001,"The Little Mother; Clemency, Or The Power of Love",1881-02-21,1881-02-21,Park Theatre,Maddison Morton; Hugh Marston,comic drama; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_16",https://archive.org/details/BP_PT_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0006,https://archive.org/details/BP_RLT_0006/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0006,The Cup; The Corsican Brothers,1881-03-01,1881-03-01,Royal Lyceum Theatre,Alfred Tennyson; Dion Boucicault,tragedy; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0083,https://archive.org/details/BP_RLT_0083/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0083,The Cup; The Corsican Brothers,1881-03-25,1881-03-25,Royal Lyceum Theatre,Alfred Tennyson; Dion Boucicault,tragedy; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_44",https://archive.org/details/BP_RLT_0083,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_PWRT_0004,https://archive.org/details/BP_PWRT_0004/mode/2up?view=theater,https://archive.org/services/img/BP_PWRT_0004,The Colonel,1881-04-22,1881-04-22,Prince of Wales Royal Theatre,F. C. Burnand,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_09",https://archive.org/details/BP_PWRT_0004,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0086,https://archive.org/details/BP_TRDL_0086/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0086,Julius Caesar,1881-06-03,[1881]-06-03,Theatre Royal in Drury Lane,Wm. Shakespeare,tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_65",https://archive.org/details/BP_TRDL_0086,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0084,https://archive.org/details/BP_RLT_0084/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0084,The Cup; The Belle's Stratagem,1881-06-13,1881-06-13,Royal Lyceum Theatre,Alfred Tennyson; Mrs. Cowley,tragedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_44",https://archive.org/details/BP_RLT_0084,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0085,https://archive.org/details/BP_TRDL_0085/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0085,Ein Wintermärchen,1881-06-13,1881-06-13,Theatre Royal in Drury Lane,Wm. Shakespeare,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_65",https://archive.org/details/BP_TRDL_0085,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0007,https://archive.org/details/BP_RLT_0007/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0007,The Merchant of Venice,1881-07-16,1881-07-16,Royal Lyceum Theatre,Wm. Shakespeare,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RCT_0011,https://archive.org/details/BP_RCT_0011/mode/2up?view=theater,https://archive.org/services/img/BP_RCT_0011,Honour; To Parents and Guardians,1881-09-29,[1881-09-29],Royal Court Theatre,Maurice H. Barrymore; Tom Taylor,[unknown]; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_26",https://archive.org/details/BP_RCT_0011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_VT_0007,https://archive.org/details/BP_VT_0007/mode/2up?view=theater,https://archive.org/services/img/BP_VT_0007,The Half-Way House; The Henwitchers,1881-10-21,1881-10-21,Vaudeville Theatre,George R. Sims; Percy Fitzgerald,comedy; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_23",https://archive.org/details/BP_VT_0007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_NGT_0005,https://archive.org/details/BP_NGT_0005/mode/2up?view=theater,https://archive.org/services/img/BP_NGT_0005,The Cynic!,1882-01-14,1882-01-14,New Globe Theatre,Herman Merivale,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_11",https://archive.org/details/BP_NGT_0005,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0008,https://archive.org/details/BP_RLT_0008/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0008,Two Roses; The Captain of the Watch,1882-02-23,1882-02-23,Royal Lyceum Theatre,James Albery; J. R. Planche,comedy; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0008,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0009,https://archive.org/details/BP_RLT_0009/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0009,Two Roses; The Captain of the Watch,1882-03-03,1882-03-03,Royal Lyceum Theatre,James Albery; J. R. Planche,comedy; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0009,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_AT_0014,https://archive.org/details/BP_AT_0014/mode/2up?view=theater,https://archive.org/services/img/BP_AT_0014,Richelieu,1882-06-26,[1882-06-26],Adelphi Theatre,Lord Lytton,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_45",https://archive.org/details/BP_AT_0014,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0011,https://archive.org/details/BP_RLT_0011/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0011,Pygmalion and Galatea; Comedy and Tragedy,1883-01-26,[1883]-01-26,Royal Lyceum Theatre,W. S. Gilbert; W. S. Gilbert,comedy; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RSJT_0007,https://archive.org/details/BP_RSJT_0007/mode/2up?view=theater,https://archive.org/services/img/BP_RSJT_0007,Impulse,1883-03-21,[1883-03-21],Royal St. James Theatre,B. C. Stephenson,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_47",https://archive.org/details/BP_RSJT_0007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0012,https://archive.org/details/BP_RLT_0012/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0012,Adrienne Lecouvreur,1883-03-30,[1883]-03-30,Royal Lyceum Theatre,H. Herman,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0012,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0085,https://archive.org/details/BP_RLT_0085/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0085,Much Ado About Nothing,1883-04-28,1883-04-28,Royal Lyceum Theatre,Wm. Shakespeare,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_44",https://archive.org/details/BP_RLT_0085,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0013,https://archive.org/details/BP_RLT_0013/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0013,The Bells; The Captain of the Watch,1883-07-09,[1883-07-09],Royal Lyceum Theatre,Erckmann-Chatrian; J. R. Planche,[unknown]; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0013,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0014,https://archive.org/details/BP_RLT_0014/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0014,Louis XI,1883-07-23,1883-07-23,Royal Lyceum Theatre,Casimir Delevigne,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0014,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0015,https://archive.org/details/BP_RLT_0015/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0015,The Lady of Lyons; To Oblige Benson,1883-10-27,1883-10-27,Royal Lyceum Theatre,Bulwer Lytton; Tom Taylor,[unknown]; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0015,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0016,https://archive.org/details/BP_RLT_0016/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0016,The Lady of Lyons; To Oblige Benson,1883-10-27,1883-10-27,Royal Lyceum Theatre,Bulwer Lytton; Tom Taylor,[unknown]; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0016,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0017,https://archive.org/details/BP_RLT_0017/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0017,Pygmalion and Galatea; A Sheep in Wolf's Clothing; Comedy and Tragedy,1883-12-08,[1883]-12-08,Royal Lyceum Theatre,W. S. Gilbert; Tom Taylor; W. S. Gilbert,comedy; drama; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0017,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0018,https://archive.org/details/BP_RLT_0018/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0018,Pygmalion and Galatea; Comedy and Tragedy,1884-01-26,[1884]-01-26,Royal Lyceum Theatre,W. S. Gilbert; W. S. Gilbert,comedy; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0018,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0019,https://archive.org/details/BP_RLT_0019/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0019,Pygmalion and Galatea,1884-02-24,1884-02-24,Royal Lyceum Theatre,W. S. Gilbert,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0019,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_NTDL_0001,https://archive.org/details/BP_NTDL_0001/mode/2up?view=theater,https://archive.org/services/img/BP_NTDL_0001,Nita's First; Reaping the Whirlwind,1884-03-04,1884-03-04,Novelty Theatre; Drury Lane,T. G. Warren; Horace Lennard,comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_33",https://archive.org/details/BP_NTDL_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0020,https://archive.org/details/BP_RLT_0020/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0020,Richelieu,1884-04-28,1884-04-28,Royal Lyceum Theatre,Bulwer Lytton,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0020,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_ROT_0011,https://archive.org/details/BP_ROT_0011/mode/2up?view=theater,https://archive.org/services/img/BP_ROT_0011,The Great Pink Pearl,1884-05-07,1884-05-07,Royal Olympic Theatre,R. C. Carton and Cecil Raleigh,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_35",https://archive.org/details/BP_ROT_0011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0021,https://archive.org/details/BP_RLT_0021/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0021,Much Ado About Nothing,1884-05-31,1884-05-31,Royal Lyceum Theatre,Wm. Shakespeare,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0021,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_CCTT_0002,https://archive.org/details/BP_CCTT_0002/mode/2up?view=theater,https://archive.org/services/img/BP_CCTT_0002,The Lottery; The Butler,1884-06-04,[1884-06-04],Charing Cross Theatre - Toole's Theatre,[unknown]; Mr. and Mrs. Herman Merivale,farce; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_24",https://archive.org/details/BP_CCTT_0002,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0022,https://archive.org/details/BP_RLT_0022/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0022,"Twelfth Night; or, What You Will",1884-07-08,1884-07-08,Royal Lyceum Theatre,Wm. Shakespeare,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0022,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0023,https://archive.org/details/BP_RLT_0023/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0023,Richelieu,1884-08-28,1884-08-28,Royal Lyceum Theatre,Lord Lytton,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0023,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0024,https://archive.org/details/BP_RLT_0024/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0024,The Winter's Tale; Cool as a Cucumber,1884-09-10,[1884]-09-10,Royal Lyceum Theatre,Wm. Shakespeare; W. Blanchard Jerrold,[drama]; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0024,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0025,https://archive.org/details/BP_RLT_0025/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0025,Romeo & Juliet,1885-02-07,1885-02-07,Royal Lyceum Theatre,Wm. Shakespeare,tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0025,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0086,https://archive.org/details/BP_RLT_0086/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0086,Romeo & Juliet,1885-02-07,1885-02-07,Royal Lyceum Theatre,Wm. Shakespeare,tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_44",https://archive.org/details/BP_RLT_0086,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RCT_0012,https://archive.org/details/BP_RCT_0012/mode/2up?view=theater,https://archive.org/services/img/BP_RCT_0012,The Magistrate; Twenty Minutes Under an Umbrella,1885-03-21,1885-03-21,Royal Court Theatre,A. W. Pinero; A. W. Dubourg,farce; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_26",https://archive.org/details/BP_RCT_0012,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0026,https://archive.org/details/BP_RLT_0026/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0026,Ingomar,1885-04-18,1885-04-18,Royal Lyceum Theatre,Maria Lovell,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0026,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_NGT_0006,https://archive.org/details/BP_NGT_0006/mode/2up?view=theater,https://archive.org/services/img/BP_NGT_0006,The Private Secretary; A Bad Penny,1885-04-20,1885-04-20,New Globe Theatre,C. H. Hawtery; W. Lestocq,comedy; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_11",https://archive.org/details/BP_NGT_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_GT_0019,https://archive.org/details/BP_GT_0019/mode/2up?view=theater,https://archive.org/services/img/BP_GT_0019,Culture,1885-05-05,1885-05-05,Gaiety Theatre,Sebastian Evans and Frank Evans,comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_20",https://archive.org/details/BP_GT_0019,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0027,https://archive.org/details/BP_RLT_0027/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0027,Louis XI,1885-05-09,1885-05-09,Royal Lyceum Theatre,Casimir Delavigne,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0027,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0028,https://archive.org/details/BP_RLT_0028/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0028,The Bells,1885-05-16,1885-05-16,Royal Lyceum Theatre,Erckmann-Chatrian,[unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_42",https://archive.org/details/BP_RLT_0028,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RST_0008,https://archive.org/details/BP_RST_0008/mode/2up?view=theater,https://archive.org/services/img/BP_RST_0008,A Widow Hunt; The Sunny Side,1885-05-18,1885-05-18,Royal Strand Theatre,[unknown]; C. M. Rae,farcical comedy; comedietta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_36",https://archive.org/details/BP_RST_0008,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RST_0009,https://archive.org/details/BP_RST_0009/mode/2up?view=theater,https://archive.org/services/img/BP_RST_0009,The Silver Shield; A Widow Hunt,1885-05-19,1885-05-19,Royal Strand Theatre,Sydney Grundy; [unknown],comedy; farcical comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_36",https://archive.org/details/BP_RST_0009,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
